"","nr","Artikelid","Varnummer","Namn","Namn2","Prisinklmoms","Pant","Volymiml","PrisPerLiter","Saljstart","Slutlev","Varugrupp","Forpackning","Forslutning","Ursprung","Ursprunglandnamn","Producent","Leverantor","Argang","Provadargang","Alkoholhalt","Sortiment","Ekologisk","Koscher","RavarorBeskrivning","fyllighet","stravhet","fruktsyra","druva","smak","doft","real_score"
"1711",272101,760183,2721,"La Vespa","",119,NA,750,158.67,"2013-09-02",NA,"Rott vin, Stramt & Nyanserat","Flaska","Naturkork","Piemonte, Monferrato","Italien","Michele Chiarlo","Philipson Soderberg AB",2011,2011,"13.5%","FS",0,0,"50% barbera, 30% albarossa och 20% shiraz.","8 ","8 ","9 ","50%,barbera,30%,albarossa,och,20%,shiraz","Mycket.fruktig.smak.fatkaraktär.inslag.körsbär.björnbär.choklad.vanilj.timjan.rosmarin ","Mycket.fruktig.doft.fatkaraktär.inslag.körsbär.björnbär.mjölkchoklad.timjan.rosmarin",99
"1712",272201,553179,2722,"Zecci","Collezione Barolo",169,NA,750,225.33,"2011-01-03",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Piemonte, Barolo","Italien","Cantina Terre del Barolo","The Wine Team",2008,NA,"14%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"1713",272301,246863,2723,"Rocca Guicciarda","Riserva",139,NA,750,185.33,"2007-04-02",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Naturkork","Toscana, Chianti, Chianti Classico","Italien","Barone Ricasoli","WineWorld AB",2011,2011,"13.5%","FS",0,0,"Sangiovese.","8 ","8 ","9 ","Sangiovese","Nyanserad.fruktig.smak.rostad.fatkaraktär.inslag.mörka.körsbär.plommon.örter.choklad ","Nyanserad.fruktig.doft.rostad.fatkaraktär.inslag.mörka.körsbär.plommon.lakrits.örter",99
"1714",272302,246880,2723,"Rocca Guicciarda","Riserva",79,NA,375,210.67,"2007-04-02",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Naturkork","Toscana, Chianti, Chianti Classico","Italien","Barone Ricasoli","WineWorld AB",2011,2011,"13.5%","FS",0,0,"Sangiovese.","8 ","8 ","9 ","Sangiovese","Nyanserad.fruktig.smak.rostad.fatkaraktär.inslag.mörka.körsbär.plommon.örter.choklad ","Nyanserad.fruktig.doft.rostad.fatkaraktär.inslag.mörka.körsbär.plommon.lakrits.örter",99
"1718",272601,299122,2726,"Rioja Bordón","Reserva",89,NA,750,118.67,"2008-04-01",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Rioja","Spanien","Bodegas Franco-Españolas","Philipson Soderberg AB",NA,NA,"13.5%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"1719",272701,165297,2727,"Cappello di Prete","",79,NA,750,105.33,"2005-10-01",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Apulien, Salento","Italien","Candido","Selezione Barbro Guaccero",2009,2009,"13.5%","FS",0,0,"Negroamaro.","7 ","7 ","9 ","Negroamaro","Kryddig.utvecklad.smak.inslag.torkade.körsbär.nypon.rosmarin ","Kryddig.utvecklad.doft.inslag.torkade.körsbär.nypon.stall.rosmarin",99
"1720",272901,735673,2729,"Coto Real","Reserva",121,NA,750,161.33,"2013-09-02",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Rioja","Spanien","El Coto de Rioja","Spendrups Bryggeri AB",2008,2008,"13.5%","FS",0,0,"Tempranillo.","8 ","8 ","9 ","Tempranillo","Nyanserad.kryddig.utvecklad.smak.tydlig.fatkaraktär.inslag.torkad.frukt.dill.kakao.nötter ","Nyanserad.kryddig.utvecklad.doft.tydlig.fatkaraktär.inslag.torkad.frukt.dill.tobak.kaffe",99
"1721",273001,609136,2730,"Marques de Valencia","Gran Reserva",59,NA,750,78.67,"2011-09-26",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Valencia","Spanien","La Vina","Brandpartners AB",2008,2008,"14%","FS",0,0,"Tempranillo.","9 ","8 ","9 ","Tempranillo","Kryddig.fruktig.smak.fatkaraktär.inslag.mörka.körsbär.korinter.vanilj.örter.kakao ","Kryddig.fruktig.doft.fatkaraktär.inslag.mörka.körsbär.korinter.vanilj.lakrits",99
"1722",273101,736640,2731,"Romeo","Old Vines Monastrell",69,NA,750,92,"2013-06-01",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Jumilla","Spanien","Pedro Luis Martínez","Stragas-Gruppen AB",2011,NA,"14%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"1723",273201,790539,2732,"Kajsa loves Virgin Earth","Shiraz Mourvedre Grenache",89,NA,750,118.67,"2013-12-02",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Western Cape","Sydafrika","Du Plesseis Family Wines Virgin Earth","Kajsa Wines AB",2013,2013,"14%","FS",0,0,"Shiraz, mourvèdre och grenache.","9 ","8 ","9 ","Shiraz,mourvèdre,och,grenache","Mycket.fruktig.smak.inslag.björnbär.svarta.vinbär.choklad.peppar.örter ","Fruktig.doft.inslag.mörka.lakrits.paprika.örter",99
"1724",273301,760198,2733,"Coll de Roses","Cabernet Sauvignon Cabernet Franc",91,NA,750,121.33,"2013-09-02",NA,"Rott vin, Stramt & Nyanserat","Flaska","Naturkork","Empordà","Spanien","Coll de Roses","Sundance Wines AB",2010,2010,"14.5%","FSN",0,0,"80% cabernet sauvignon, 10% cabernet franc, 7% merlot och 3% garnacha.","8 ","8 ","9 ","80%,cabernet,sauvignon,10%,cabernet,franc,merlot,och,garnacha","Nyanserad.smak.fatkaraktär.inslag.mörka.svarta.vinbär.peppar.kakao.lakrits.örter ","Nyanserad.doft.fatkaraktär.inslag.mörka.svarta.vinbär.peppar.choklad.örter",99
"1725",273401,19164,2734,"Marqués de Cáceres","Crianza",89,NA,750,118.67,"1999-09-06",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Rioja","Spanien","Bodegas Marqués de Cáceres","Domaine Wines Sweden AB",2010,2010,"13%","FS",0,0,"Tempranillo 85%, garnacha och graciano 15%","8 ","8 ","9 ","Tempranillo,85%,garnacha,och,graciano,15%","Kryddig.smak.fatkaraktär.inslag.körsbär.rosmarin.kakao.vanilj ","Kryddig.doft.fatkaraktär.inslag.mörka.körsbär.dill.russin.tobak.vanilj",99
"1727",273601,760216,2736,"El Castro de Valtuille","",119,NA,750,158.67,"2013-09-02",NA,"Rott vin, Stramt & Nyanserat","Flaska","Naturkork","Bierzo","Spanien","Bodegas y Vinedos Castro Ventosa","Johan Lidby Vinhandel AB",2011,2011,"14%","FS",0,0,"Mencía.","9 ","9 ","9 ","Mencía","Fruktig.smak.fatkaraktär.inslag.björnbär.plommon.lakrits.örter.vanilj ","Fruktig.doft.fatkaraktär.inslag.björnbär.plommon.örter.vanilj",99
"1728",273701,272117,2737,"Finca el Puig","",195,NA,750,260,"2007-10-01",NA,"Rott vin, Stramt & Nyanserat","Flaska","Naturkork","Priorat","Spanien","Cellers Fuentes","Vinunic AB",2009,2009,"14.5%","FS",0,0,"Grenache, syrah och cabernet sauvignon.","10","10","10","Grenache,syrah,och,cabernet,sauvignon","Nyanserad.kryddig.smak.rostad.fatkaraktär.inslag.plommon.mörka.körsbär.lakrits.ceder.choklad ","Nyanserad.kryddig.doft.rostad.fatkaraktär.inslag.plommon.mörka.körsbär.choklad.mynta.kaffe",99
"1729",273801,2035,2738,"Raimat","Abadia Cabernet Sauvignon Tempranillo",76,NA,750,101.33,"1985-07-01",NA,"Rott vin","Flaska","Skruvkapsyl","Costers del Segre","Spanien","Raimat","Bibendum",2010,NA,"13.5%","BS",0,0,"","7 ","7 ","10","Cabernet,sauvignon,och,tempranillo","Kryddig.smak.fatkaraktär.inslag.svarta.vinbär.slånbär.örter.lakrits ","Kryddig.doft.fatkaraktär.inslag.svarta.vinbär.korinter.muskot.lakrits",99
"1731",274001,316984,2740,"Amarone della Valpolicella","",179,NA,750,238.67,"2008-06-02",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Venetien, Valpolicella, Amarone della Valpolicella","Italien","Luigi Righetti","janake wine group AB",2011,2011,"15%","FS",0,0,"Corvina veronese, rondinella och molinara.","9 ","9 ","9 ","Corvina,veronese,rondinella,och,molinara","Kryddig.smak.fatkaraktär.inslag.torkade.körsbär.plommon.pinjenötter.choklad.örter.vanilj ","Kryddig.doft.fatkaraktär.inslag.torkade.körsbär.pinjenötter.plommon.choklad.lavendel.eneträ",99
"1734",274308,710098,2743,"Morberg Collection","Pers Lilla Roda Tempranillo",239,NA,3000,79.67,"2012-11-13",NA,"Rott vin, Mjukt & Barigt","Box","Tryckknapp topp","","Spanien","Export-Union International Wines","Supreme Wine & Spirit AB",2013,2013,"13.5%","FS",0,0,"Tempranillo.","4 ","5 ","8 ","Tempranillo","Bärig.ungdomlig.smak.inslag.körsbär.örter.lakrits ","Bärig.ungdomlig.doft.inslag.körsbär.örter.choklad",99
"1735",274401,760195,2744,"Torres 5G","Garnacha",69,NA,750,92,"2013-09-02",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Campo de Borja","Spanien","Miguel Torres","Miguel Torres",2013,2013,"14%","FS",0,0,"Garnacha (grenache).","7 ","7 ","9 ","Garnacha,(grenache)","Mycket.fruktig.ungdomlig.smak.inslag.hallon.blåbbär.lakrits.viol.örter ","Mycket.fruktig.ungdomlig.doft.inslag.hallon.björnbär.lavendel.lakrits",99
"1736",274501,629177,2745,"Estola","Gran Reserva",82,NA,750,109.33,"2012-04-02",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","La Mancha","Spanien","Bodegas Ayuso","Spendrups Bryggeri AB",NA,NA,"13.5%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"1737",274601,538384,2746,"Eikendal","Pinotage",109,NA,750,145.33,"2011-04-01",NA,"Rott vin","Flaska","Skruvkapsyl","Western Cape, Coastal Region, Stellenbosch","Sydafrika","Eikendal Vineyards","AB Wicked Wine Sweden",2012,NA,"14.5%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"1740",275208,629207,2752,"VdV","Cabernet Sauvignon Tempranillo Merlot",189,NA,3000,63,"2012-04-02",NA,"Rott vin, Kryddigt & Mustigt","Box","Tryckknapp topp","Somontano","Spanien","Viñas del Vero","Winepartners Nordic AB",2010,NA,"13.5%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"1741",275301,779860,2753,"Marqués del Puerto","Reserva",101,NA,750,134.67,"2013-12-02",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Rioja","Spanien","Bodegas Marqués del Puerto","Rowi Beverage AB",2007,NA,"13.5%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"1745",276601,831044,2766,"Pinot Nero Disera","",75,NA,750,100,"2014-06-02",NA,"Rott vin, Mjukt & Barigt","Flaska","Skruvkapsyl","Trentino-Alto Adige, Trentino, Vigneti delle Dolomiti","Italien","Cantina D'Isera","Chris-Wine AB",2012,2012,"12.5%","FS",0,0,"Pinot nero (pinot noir).","5 ","5 ","9 ","Pinot,nero,(pinot,noir)","Ungdomlig.bärig.smak.inslag.hallon.körsbär.lakrits.örter ","Ungdomlig.bärig.doft.inslag.hallon.körsbär.lakrits.örter",99
"1746",276901,509382,2769,"Millefiori","Rosso Delle Venezie",79,NA,750,105.33,"2010-10-01",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Venetien, Delle Venezie","Italien","Traditional Wine Innovations","WineWorld AB",2011,2011,"14%","FS",0,0,"60% corvina och 40% merlot.","9 ","8 ","10","60%,corvina,och,40%,merlot","Mycket.fruktig.smak.inslag.mörka.körsbär.katrinplommon.salvia.lakrits ","Mycket.fruktig.doft.inslag.mörka.körsbär.plommon.choklad.mynta",99
"1747",277001,433676,2770,"GR-174","",139,NA,750,185.33,"2010-03-24",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Naturkork","Priorat","Spanien","Casa Gran del Siurana","Vinunic AB",2013,2013,"15%","FS",0,0,"35% garnatxa, 35% cabernet sauvignon och 30% carinyena.","9 ","8 ","9 ","35%,garnatxa,35%,cabernet,sauvignon,och,30%,carinyena","Nyanserad.mycket.fruktig.smak.fatkaraktär.inslag.björnbär.mörka.körsbär.blåbär.svarta.oliver.örter ","Nyanserad.mycket.fruktig.doft.fatkaraktär.inslag.björnbär.mörka.körsbär.choklad.charkuterier.blåbär",99
"1749",277301,164943,2773,"Briccotondo","Barbera",79,NA,750,105.33,"2005-10-01",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Piemonte","Italien","Fontanafredda","Enjoy Wine & Spirits AB",2013,2013,"13.5%","FS",0,0,"Barbera.","7 ","7 ","9 ","Barbera","Fruktig.smak.inslag.skogsbär.körsbär.färska.örter.choklad ","Fruktig.doft.inslag.skogsbär.vanilj.choklad",99
"1751",277801,741672,2778,"Prado Rey","Crianza",89,NA,750,118.67,"2013-06-01",NA,"Rott vin, Stramt & Nyanserat","Flaska","Naturkork","Ribera del Duero","Spanien","Real Sitio de Ventosilla","Providential Wines & Spirits AB",2010,2010,"14%","FS",0,0,"Tempranillo.","9 ","9 ","9 ","Tempranillo","Något.utvecklad.nyanserad.fruktig.smak.fatkaraktär.inslag.mörka.körsbär.örter.kakao.plommon.tobak ","Något.utvecklad.nyanserad.fruktig.doft.fatkaraktär.inslag.mörka.körsbär.örter.plommon.tobak.choklad",99
"1755",278401,736607,2784,"Petit Clos Penat","Garnatxa Syrah",100,NA,750,133.33,"2013-06-01",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Naturkork","Priorat","Spanien","Celler Jordi Domenech","Haugen-Gruppen AB",2010,2010,"14.5%","FS",0,0,"80% garnacha och 20% syrah.","9 ","9 ","9 ","80%,garnacha,och,20%,syrah","Nyanserad.mycket.fruktig.smak.rostad.fatkaraktär.inslag.plommon.kakao.mörka.körsbär.färska.örter.romrussin.vanilj ","Nyanserad.mycket.fruktig.doft.rostad.fatkaraktär.inslag.plommon.mörka.körsbär.örter.vanilj",99
"1756",278601,2083,2786,"Campo Viejo","Crianza",79,NA,750,105.33,"1989-05-03",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Rioja","Spanien","Campo Viejo","Pernod Ricard Sweden AB",2011,2011,"13.5%","FS",0,0,"Tempranillo, garnacha och mazuelo.","6 ","6 ","9 ","Tempranillo,garnacha,och,mazuelo","Kryddig.smak.inslag.mörka.dill.kanel.vanilj ","Kryddig.doft.inslag.mörka.dill.choklad.vanilj",99
"1757",278801,27150,2788,"Viña Albali","Gran Reserva",79,NA,750,105.33,"2001-02-05",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Valdepeñas","Spanien","Felix Solis","Martin & Servera Aktiebolag",2008,2008,"13%","FS",0,0,"Tempranillo.","7 ","8 ","9 ","Tempranillo","Utvecklad.kryddig.smak.fatkaraktär.inslag.mörka.körsbär.choklad.tobak.vanilj ","Utvecklad.kryddig.doft.fatkaraktär.inslag.plommon.choklad.tobak.vanilj",99
"1758",279601,27608,2796,"Husets Roda","",62,NA,1000,62,"2001-02-05",NA,"Rott vin, Mjukt & Barigt","Papp","","","Spanien","Export-Union","Kiviks Musteri AB",NA,NA,"13%","FS",0,0,"","4 ","4 ","8 ","Ingen anged","Bärig.smak.liten.sötma.inslag.skogsbär.gräs ","Bärig.doft.inslag.skogsbär.gräs",99
"1760",280001,36357,2800,"Crozes-Hermitage","Les Launes",139,NA,750,185.33,"2002-12-02",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Rhonedalen, Côtes du Rhône, Crozes-Hermitage","Frankrike","Delas","Ward Wines AB",2012,2012,"13%","FS",0,0,"Syrah.","9 ","9 ","9 ","Syrah","Kryddigt.inslag.björnbär.hallon.lavendel.vitpeppar.charkuterier.lagerblad ","Kryddig.nyanserad.doft.inslag.björnbär.plommon.peppar.charkuterier.lagerblad",99
"1761",280002,276269,2800,"Crozes-Hermitage","Les Launes",71,NA,375,189.33,"2007-10-01",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Rhonedalen, Côtes du Rhône, Crozes-Hermitage","Frankrike","Delas","Ward Wines AB",2012,2012,"13%","FS",0,0,"Syrah.","9 ","9 ","9 ","Syrah","Kryddigt.inslag.björnbär.hallon.lavendel.vitpeppar.charkuterier.lagerblad ","Kryddig.nyanserad.doft.inslag.björnbär.plommon.peppar.charkuterier.lagerblad",99
"1762",2800201,49634,28002,"Amarone","Selezione Antonio Castagnedi",255,NA,750,340,"2004-12-06",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Venetien, Valpolicella, Amarone della Valpolicella","Italien","Tenuta Sant' Antonio","Johan Lidby Vinhandel AB",2011,2011,"15%","FS",0,0,"Corvina, rondinella och molinara.","11","10","10","Corvina,rondinella,och,molinara","Kryddig.nyanserad.smak.inslag.katrinplommon.körsbär.russin.salvia.choklad ","Kryddig.nyanserad.doft.inslag.katrinplommon.mörka.körsbär.chokladpraliner.russin",99
"1764",2800808,52140,28008,"Lyngrove","Pinotage",191,NA,3000,63.67,"2005-04-01",NA,"Rott vin, Fruktigt & Smakrikt","Box","Vridtapp","Western Cape","Sydafrika","Lyngrove Wines","Hermansson & Co AB",2012,2012,"14%","FS",0,0,"Pinotage.","7 ","6 ","9 ","Pinotage","Mycket.fruktig.något.syltig.smak.inslag.skogsbär.körsbär.vanilj ","Mycket.fruktig.något.syltig.doft.inslag.körsbär.lakrits.vanilj",99
"1765",280201,36356,2802,"Crozes-Hermitage","",159,NA,750,212,"2002-09-02",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Rhonedalen, Côtes du Rhône, Crozes-Hermitage","Frankrike","E Guigal","Vinunic AB",2011,2011,"13%","FS",0,0,"Syrah.","8 ","8 ","9 ","Syrah","Kryddig.smak.inslag.björnbär.peppar.körsbär.lakrits.lagerblad ","Kryddig.doft.inslag.björnbär.vitpeppar.körsbär.lagerblad.lakrits",99
"1767",281101,8399,2811,"Château Mont-Redon","Châteauneuf-du-Pape",237,NA,750,316,"1995-10-09",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Rhonedalen, Côtes du Rhône, Châteauneuf-du-Pape","Frankrike","Château Mont-Redon","Ward Wines AB",2009,2009,"14.5%","FS",0,0,"Grenache 65%, syrah 15%, cinsault 10%, mourvedre 5%, counoise och muscardin och vaccarese 5%","9 ","8 ","9 ","Ingen anged","Kryddig.nyanserad.smak.inslag.plommon.björnbär.viol.lagerblad.örter ","Kryddig.nyanserad.doft.inslag.mörka.viol.vitpeppar.lagerblad.kakao",99
"1768",281102,214662,2811,"Château Mont-Redon","Châteauneuf-du-Pape",130,NA,375,346.67,"2006-10-02",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Rhonedalen, Côtes du Rhône, Châteauneuf-du-Pape","Frankrike","Château Mont-Redon","Ward Wines AB",2009,2009,"14.5%","FS",0,0,"","9 ","8 ","9 ","Ingen anged","Kryddig.nyanserad.smak.inslag.plommon.björnbär.viol.lagerblad.örter ","Kryddig.nyanserad.doft.inslag.mörka.viol.vitpeppar.lagerblad.kakao",99
"1769",281106,214659,2811,"Château Mont-Redon","Châteauneuf-du-Pape",482,NA,1500,321.33,"2006-10-02",NA,"Rott vin, Kryddigt & Mustigt","Magnum","Naturkork","Rhonedalen, Côtes du Rhône, Châteauneuf-du-Pape","Frankrike","Château Mont-Redon","Ward Wines AB",2009,2009,"14.5%","FS",0,0,"","9 ","8 ","9 ","Ingen anged","Kryddig.nyanserad.smak.inslag.plommon.björnbär.viol.lagerblad.örter ","Kryddig.nyanserad.doft.inslag.mörka.viol.vitpeppar.lagerblad.kakao",99
"1773",281501,666522,2815,"Crozes Hermitage","Cave de Tain",99,NA,750,132,"2012-07-01",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Rhonedalen, Côtes du Rhône, Crozes-Hermitage","Frankrike","Cave de Tain","Tryffelsvinet AB",2011,2011,"12.5%","FS",0,0,"Syrah.","8 ","8 ","9 ","Syrah","Nyanserad.kryddig.smak.inslag.björnbär.hallon.eneträ.viol.peppar.tobak ","Nyanserad.kryddig.doft.inslag.björnbär.skogshallon.mynta.peppar.tobak",99
"1775",281707,510247,2817,"Primanero","Rosso delle Venezie",159,NA,1500,106,"2010-10-01",NA,"Rott vin, Kryddigt & Mustigt","Box","Vingtapp","Venetien, Delle Venezie","Italien","Orion Wines","WineWorld AB",2011,2011,"14.5%","FS",0,0,"60% corvina, 30% merlot och 10% raboso.","9 ","8 ","9 ","60%,corvina,30%,merlot,och,10%,raboso","Kryddig.något.fruktig.smak.inslag.mörka.russin.choklad.örter.kanel ","Kryddig.något.fruktig.doft.inslag.mörka.russin.choklad.lakrits.basilika",99
"1776",281901,850898,2819,"Domaine Habrard","Cuvée Marie Thérèse",179,NA,750,238.67,"2014-09-01",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Rhonedalen, Côtes du Rhône, Crozes-Hermitage","Frankrike","Domaine Habrard","Vinia Sweden AB",2012,2012,"13%","FSN",0,0,"Syrah.","9 ","8 ","9 ","Syrah","Nyanserad.ursprungstypiskt.kryddig.smak.inslag.björnbär.charkuterier.eneträ.viol.vitpeppar ","Nyanserad.ursprungstypiskt.kryddig.doft.inslag.björnbär.rökta.charkuterier.eneträ.viol",99
"1777",282001,510331,2820,"Pinot Noir","Viña Laroche",89,NA,750,118.67,"2010-10-01",NA,"Rott vin, Mjukt & Barigt","Flaska","Skruvkapsyl","Aconcagua, Casablanca","Chile","Laroche","Prime Wine Sweden AB",2013,2013,"13.5%","FS",0,0,"Pinot noir.","5 ","5 ","9 ","Pinot,noir","Bärig.något.kryddig.smak.inslag.körsbär.skogshallon.örter.sötlakrits ","Bärig.något.kryddig.doft.inslag.körsbär.skogshallon.örter.sötlakrits",99
"1778",282502,370820,2825,"Les Remparts des Ceps Dorés","Rouge",48,NA,375,128,"2009-04-01",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Skruvkapsyl","Rhonedalen, Côtes du Rhône","Frankrike","Cave des Vignerons à Sablet","Moestue Grape Selections AB",2013,2013,"13%","FS",0,0,"80% grenache och 20% syrah.","7 ","7 ","9 ","80%,grenache,och,20%,syrah","Fruktig.kryddig.smak.inslag.mörka.peppar.lagerblad.örter.lakrits ","Kryddig.fruktig.doft.inslag.mörka.lagerblad.örter.lakrits",99
"1779",283601,507852,2836,"Domaine du Pesquier","Gigondas",149,NA,750,198.67,"2010-10-01",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Rhonedalen, Côtes du Rhône, Gigondas","Frankrike","Domaine du Pesquier","Vinia Sweden AB",2012,2012,"15%","FS",0,0,"75% grenache, 20% syrah och 5% mourvedre.","8 ","8 ","9 ","75%,grenache,20%,syrah,och,mourvedre","Kryddig.nyanserad.smak.inslag.hallon.lagerblad.jordgubbar.örter.choklad ","Kryddig.nyanserad.doft.inslag.hallon.lavendel.jordgubbar.vitpeppar.lagerblad",99
"1780",284201,507776,2842,"Ruit Hora","",139,NA,750,185.33,"2010-10-01",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Toscana, Bolgheri","Italien","Caccia al Piano 1868","Stellan Kramer AB",2011,2011,"14%","FS",0,0,"65% merlot, 25% cabernet sauvignon och 10% syrah.","9 ","9 ","9 ","65%,merlot,25%,cabernet,sauvignon,och,10%,syrah","Kryddig.smak.fatkaraktär.inslag.plommon.svarta.vinbär.kakao.vanilj.svarta.oliver ","Kryddig.doft.fatkaraktär.inslag.plommon.svarta.vinbär.choklad.örter.vanilj",99
"1782",284608,552238,2846,"Dragunera","Syrah",199,NA,3000,66.33,"2011-10-01",NA,"Rott vin, Fruktigt & Smakrikt","Box","Vingtapp","Sicilien","Italien","Moncaro","Selezione Barbro Guaccero",2013,2013,"13.5%","FS",0,0,"Syrah.","8 ","7 ","9 ","Syrah","Mycket.fruktig.smak.fatkaraktär.inslag.katrinplommon.mörka.choklad.vanilj ","Mycket.fruktig.doft.fatkaraktär.inslag.mörka.katrinplommon.kaffe.choklad",99
"1783",284701,731618,2847,"Val delle Rose","Riserva",129,NA,750,172,"2013-06-01",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Toscana, Morellino di Scansano","Italien","Cecchi","Vinunic AB",2010,NA,"14%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
